id,translated_arabian,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
698,ومدغشقر هي الأكبر إلى حد بعيد، والقارة وحدها عندما يتعلق الأمر بالحياة البرية.,جزيرة إن مدغشقر هي الأكبر على الإطلاق، وهي قارةٌ مستقلةٌ عندما يتعلّق الأمر بالحياةِ البريةِ.,مدغشقر هي بلا منازع الأكبر، وقارة بحد ذاتها عندما يتعلق الأمر بالحياة البرية.,0.8160321712493896,0.7897875308990479,0.8026953935623169,0.8911186456680298,0.879326581954956,0.8851833343505859
699,ومعظم الجزر الصغيرة هي دول مستقلة، أو مرتبطة بفرنسا، وتعرف بمنتجعات الشواطئ الفاخرة.,معظم الجزر الصغيرة هي دول مستقلة، أو مرتبطة بفرنسا، وتعرف باسم المنتجعات الشاطئية الفاخرة.,تعتبر معظم الجزر الصغيرة دولاً مستقلة، أو مرتبطة بفرنسا، وتعرف بأنها منتجعات شاطئية فاخرة.,0.9454459547996521,0.9552888870239258,0.9503419399261475,0.9001765251159668,0.9115719795227051,0.9058384299278259
700,وجلب العرب الاسلام الى الاراضي واخذوا بشكل كبير في جزر القمر و مايوت,حمل العرب الإسلام إلى البلاد، وقد انتشر على مدي نطاق واسع في جزر القمر ومايوت.,أحضر العرب الإسلام أيضًا إلى الأراضي، وقد انتشر بشكل كبير في جزر القمر ومايوت.,0.773218035697937,0.7970211505889893,0.784939169883728,0.7740556001663208,0.8021355867385864,0.7878454327583313
701,بدأ النفوذ الأوروبي والاستعمار الأوروبي في القرن الخامس عشر، كما وجد المستكشف البرتغالي فاسكو دا غاما طريق كيب من أوروبا إلى الهند.,بدأ النفوذ والاستعمار الأوروبي في القرن الخامس عشر، حيث وجد المستكشف البرتغالي فاسكو دا غاما طريق كيب من أوروبا إلى الهند.,بدأت التأثيرات الأوروبية والاستعمار في القرن الخامس عشر، عندما اكتشف المستكشف البرتغالي فاسكو دا غاما الطريق من أوروبا إلى الهند عبر الرأس.,0.9772172570228577,0.9780696630477905,0.9776431918144226,0.9078794717788696,0.8991261720657349,0.9034816026687622
702,وفي الشمال، يحد المنطقة الساحل، وفي الجنوب والغرب المحيط الأطلسي.,من الشمال، يحد الساحل الإفريقي المنطقة، ويحدّها المحيط الأطلسي من الجنوب والغرب.,في الشمال تحد المنطقة منطقة الساحل، وفي الجنوب والغرب يحدها المحيط الأطلسي.,0.8933139443397522,0.8443001508712769,0.8681157231330872,0.9394831657409668,0.9301558136940002,0.9347962737083435
703,المرأة: يوصى بأن تقول أي امرأة مسافرة إنها متزوجة بغض النظر عن حالتها الزوجية الفعلية.,النساء: بغض النظر عن الحالة الاجتماعية الفعلية، ينبغي على النساء المسافرات أن تعلنن إنهن متزوجات.,النساء: يُوصى بأن تقول أي مسافرة إنها متزوجة، بغض النظر عن حالتها الزوجية الفعلية.,0.8243155479431152,0.8090224266052246,0.8165974020957947,0.9617652297019958,0.9523612260818481,0.9570401310920715
704,من المفيد ايضا ارتداء خاتم ( فقط ليس خاتما يبدو غاليا جدا ) .,إنه من المجدي ارتداء خاتم (لكن ليس الذي يبدو غالياً جداً.,من المفيد أيضًا ارتداء خاتم (لكن ليس خاتمًا يبدو باهظ الثمن).,0.8139743804931641,0.8083613514900208,0.8111581802368164,0.9007829427719116,0.8792316913604736,0.8898768424987793
705,وينبغي أن تدرك المرأة أن الاختلافات الثقافية قد تؤدي إلى ما قد تعتبره مضايقة وليس من النادر أن يتبعها ويمسكها الذراع وما إلى ذلك.,يجب أن تدرك النساء أن الاختلافات الثقافية قد تؤدي إلى ما قد يعتبرونه تحرشاً وأنه من المعتاد ترصدهم، والإمساك بهم من خلال الذراع، إلخ.,يجب على النساء أن يدركن أن الاختلافات الثقافية قد تؤدي إلى ما قد يعتبرنه مضايقة، وأنه ليس من غير المألوف أن يتم اتباعهن أو الإمساك بهن من الذراع، وما إلى ذلك.,0.8333331346511841,0.8133606314659119,0.8232257962226868,0.8665530681610107,0.8372306823730469,0.8516395688056946
706,كن حازماً في رفض الرجال، ولا تخف من الوقوف على أرضك (الاختلافات الثقافية أو لا، لا تجعل الأمر على ما يرام!),كوني حازمة في رفض الرجال، ولا تخافي من التمسك بموقفك (لا تجعل الاختلافات الثقافية الأمر مقبولاً!).,كن حازمًا في رفض الرجال، ولا تخشى أن تثبت موقفك (سواء كانت هناك اختلافات ثقافية أم لا، فهذا لا يجعل الأمر مقبولاً!).,0.8619414567947388,0.8612313866615295,0.8615862131118774,0.8321195244789124,0.8176506161689758,0.8248215913772583
707,تأسست مدينة الدار البيضاء الحديثة من قبل الصيادين البربر في القرن العاشر قبل الميلاد، واستخدمت من قبل الفينيقيين، الرومان، والمرنيديين كميناء استراتيجي يسمى أنفا.,"استخدم الفينيقيون والرومان والمرينيد مدينة الدار البيضاء الحديثة كميناء استراتيجي يسمى ""أنفا"" وذلك بعد تأسيسها على يد الصيادين البربر في القرن العاشر قبل الميلاد.",تأسست مدينة الدار البيضاء الحديثة على يد صيادي البربر في القرن العاشر قبل الميلاد، واستخدمها الفينيقيون والرومان والمرينيون كميناء استراتيجي يُدعى أنفا.,0.8774347305297852,0.8835775852203369,0.8804954290390015,0.928743839263916,0.9366884827613831,0.9326993227005005
708,قام البرتغاليون بتدميرها وإعادة بنائها تحت اسم كاسا برانكا، فقط للتخلي عنها بعد زلزال عام 1755.,"قام البرتغاليون بتدميرها وإعادة بنائها تحت اسم ""كازا برانكا""، فقط ليهجروها بعد زلزال 1755.","دمر البرتغاليون المبنى وأعادوا بناءه تحت اسم ""كازا برانكا""، ثم تخلوا عنه بعد الزلزال الذي وقع في عام 1755.",0.9390043020248413,0.9314271211624146,0.9352003335952759,0.8359398245811462,0.8279801607131958,0.8319410085678101
709,وأعاد السلطان المغربي بناء المدينة لتصبح دار الباديا، وقد أطلق عليها اسم الدار البيضاء تجار إسبان أسسوا قواعد تجارية هناك.,أعاد السلطان المغربي بناء المدينة باسم دارو لبادية، وأطلق التجار الأسبان عليها اسم الدار البيضاء الذين أسسوا قواعد تجارية هناك.,أعاد السلطان المغربي بناء المدينة كدار البادية وأطلق عليها اسم كازابلانكا من قبل التجار الإسبان الذين أنشأوا قواعد تجارية هناك.,0.8918310403823853,0.8894877433776855,0.8906578421592712,0.8612525463104248,0.8378626704216003,0.8493965864181519
710,الدار البيضاء هي من أقل الأماكن أهمية للتسوق في كل المغرب.,تعد الدار البيضاء من الأماكن الأقل إثارة للتسوق في كل أنحاء المغرب.,الدار البيضاء هي واحدة من أقل الأماكن إثارة للاهتمام للتسوق في كافة أنحاء المغرب.,0.9224345684051514,0.8977254033088684,0.9099122881889343,0.9424988031387329,0.8913562297821045,0.9162144064903259
711,حول المدينة القديمة من السهل العثور على أماكن لبيع السلع المغاربة التقليدية، مثل التاشين، والفخار، والسلع الجلدية، والصقوق، وطائفة كاملة من الزواحف، ولكن كل ذلك للسياح.,يسهل العثور على أماكن لبيع السلع المغربية التقليدية في جميع أنحاء المدينة القديمة، مثل الطواجن والفخار والسلع الجلدية والشيشة وجميع ألوان السلع الرخيصة، ولكن كل هذا مخصص للسياح.,حول المدينة القديمة، من السهل العثور على أماكن تبيع السلع التقليدية المغربية، مثل الطاجين، والفخار، والمنتجات الجلدية، والأرجيلة، ومجموعة كاملة من الحُليّ، لكن كل ذلك مخصص للسياح.,0.8579903244972229,0.8788076043128967,0.8682742118835449,0.906319260597229,0.8987377882003784,0.9025126099586487
712,غوما مدينة سياحية في جمهورية الكونغو الديمقراطية في أقصى شرق رواندا.,غوما هي مدينة سياحية في جمهورية الكونغو الديمقراطية تقع في أقصى الشرق بالقرب من رواندا.,غوما هي مدينة سياحية في جمهورية الكونغو الديمقراطية في أقصى الشرق بالقرب من رواندا.,0.9496852159500122,0.9311711192131042,0.940337061882019,0.9628624320030212,0.9474601745605469,0.9550992250442505
713,وفي عام 2002، دُمرت غوما بفعل حمم من بركان نييراغونغو الذي دفن معظم شوارع البلدة، ولا سيما وسط البلدة.,في سنة 2002 دمرت غوما بسبب حمم بركان نيراجونجو والتي طمرت معظم شوارع المدينة، ومركز المدينة بالخصوص.,في عام 2002، دُمرت غوما من خلال حمم بركان نيراغونغو الذي غمر معظم شوارع المدينة، خاصةً مركز المدينة.,0.8773289918899536,0.881784200668335,0.8795509338378906,0.9181180596351624,0.9291098117828369,0.9235812425613403
714,وفي حين أن غوما آمنة بشكل معقول، فإنه ينبغي إجراء بحوث عن أي زيارات خارج غوما لفهم حالة القتال الذي لا يزال مستمرا في مقاطعة كيفو الشمالية.,"إن أي زيارات خارج ""غوما"" يجب البحث عنها لفهم حالة القتال المستمر في مقاطعة شمال ""كيفو""، في حين أن ""غوما"" آمنة بشكل معقول.",بينما تعتبر غومَا آمنة إلى حد ما، يجب البحث عن أي زيارات خارج غومَا لفهم حالة القتال الذي لا يزال مستمرًا في محافظة شمال كيفو.,0.826667070388794,0.8435956239700317,0.835045576095581,0.883303165435791,0.9114601612091064,0.8971608281135559
715,المدينة هي أيضا القاعدة لتسلق بركان نايراغونغو جنبا إلى جنب مع بعض من أرخص الجبال الغوريلا تتبع في أفريقيا.,كما تعد المدينة قاعدة لتسلق بركان نيراجونجو وبعض أرخص سبل تتبع الغوريلا الجبلية في إفريقيا.,المدينة هي أيضًا قاعدة لتسلق بركان نيراغونغو، بالإضافة إلى كونها من بين أرخص الأماكن لتتبع الغوريلا الجبلية في أفريقيا.,0.8151219487190247,0.8484537601470947,0.8314539790153503,0.8206503987312317,0.8251456022262573,0.8228918313980103
716,يمكنك استخدام بودا-بودا (سيارة أجرة ذات دراجات نارية) للالتفاف حول غوما. السعر العادي (المحلي) هو حوالي 500 فرنك كونغولي للرحلة القصيرة.,تستطيع أن تركب البودا بودا (وهي درّاجة نارية تعمل كتاكسي) للتجول في مدينة غوما، والسعر المعتاد (محلياً) حوالي 500 فرنكٍ كونغوليٍ مقابل رحلة قصيرة.,يمكنك استخدام دراجة نارية أجرة (بودا-بودا) للتجول في غوما. السعر العادي (المحلي) هو حوالي 500 فرانك كونغولي للرحلة القصيرة.,0.8286406993865967,0.8023291826248169,0.8152726888656616,0.9332951307296753,0.9432457089424133,0.9382439851760864
717,"وقد أصبح ""تيمبوكتو"" يستخدم كمجاز لأراضٍ بعيدة وغريبة.","إلى جانب صعوبة الوصول إليها نسبياً، أصبحت ""تمبوكتو"" تُستخدم كمجاز للأراضي الغريبة البعيدة.","بالاقتران مع عدم إمكانية الوصول النسبي إليها، أصبح ""تمبكتو"" يُستخدم كاستعارة للأراضي الغريبة والبعيدة.",0.8720735907554626,0.7988297939300537,0.8338463306427002,0.863280177116394,0.772672176361084,0.8154670000076294
718,اليوم، تمبكتو هي مدينة فقيرة، على الرغم من أن سمعتها تجعلها جاذبية سياحية، ولها مطار.,تُعد مدينة تمبكتو في وقتنا الحاضر مدينة فقيرة، على الرغم من سمعتها التي تجعلها منطقة جذب سياحي، بالإضافة إلى وجود مطار بها.,اليوم، تُعتبر تمبكتو مدينة فقيرة، على الرغم من أن سمعتها تجعلها وجهة سياحية، ولديها مطار.,0.8777817487716675,0.8250918984413147,0.8506216406822205,0.9425876140594482,0.9327783584594727,0.9376572966575623
719,وفي عام 1990، أضيفت إلى قائمة مواقع التراث العالمي المعرضة للخطر بسبب خطر الرمال الصحراوية.,في سنة 1990، تمت إضافتها إلى لائحة مواقع التراث العالمي المهددة بالخطر، نظراً لتهديد رمال الصحراء.,في عام 1990، أُضيفت إلى قائمة مواقع التراث العالمي المهددة، بسبب خطر رمال الصحراء.,0.8899248838424683,0.8558516502380371,0.8725557923316956,0.9099288582801819,0.9258258938789368,0.9178085923194885
720,لقد كانت واحدة من التوقفات الرئيسية (خلال (هنري لويس غيتس عجائب (بي بي إس) الخاصة في العالم الأفريقي,كانت إحدى المحطات الرئيسية لهنري لويس غيتس فى مسلسل PBS عن عجائب العالم الأفريقي الخاصة.,"كان ذلك واحدًا من المحطات الرئيسية خلال البرنامج الخاص لشبكة PBS ""عجائب العالم الأفريقي"" الذي قدّمه هنري لويس غيتس.",0.7779947519302368,0.7927848100662231,0.7853201627731323,0.7815890312194824,0.7624462246894836,0.7718989849090576
721,وتتناقض المدينة تناقضاً صارخاً مع بقية مدن البلد، لأن لها شعاراً عربياً أكثر منه أفريقياً.,تتناقض المدينة بشكل صارخ مع بقية مدن الدولة، لأنها تتميز بطابع عربي أكثر منه إفريقي.,المدينة تتناقض بشكل حاد مع بقية مدن البلاد، لأنها تتمتع بطابع عربي أكثر من الطابع الإفريقي.,0.8496710658073425,0.8634867072105408,0.8565231561660767,0.8195812702178955,0.813887357711792,0.816724419593811
722,يقع منتزه كروغر الوطني في الشمال الشرقي من جنوب أفريقيا ويمتد على طول حدود موزامبيق في الشرق، وزمبابوي في الشمال، والحدود الجنوبية هي نهر التماسيح.,يقع منتزه كروغر الوطني (KNP) في شمال شرق جنوب إفريقيا، ويمتد بمحاذاة حدود موزمبيق شرقاً، وزيمبابوي شمالاً، ويحدّه جنوباً نهر كروكودايل.,بارك كروجر الوطني (KNP) يقع في شمال شرق جنوب أفريقيا ويمتد على حدود موزمبيق في الشرق، وزيمبابوي في الشمال، وأما الحدود الجنوبية فهي نهر التماسيح.,0.851538360118866,0.8265852928161621,0.8388763070106506,0.8945805430412292,0.8888143301010132,0.8916881680488586
723,وتغطي الحديقة 500 19 كيلومتر مربع وتنقسم إلى 14 منطقة إيكولوجية مختلفة، يدعم كل منها الحياة البرية المختلفة.,تبلغ مساحة المنتزه 19500 كم مربع وهو ينقسم إلى 14 منطقة بيئية مختلفة، يدعم كلّ منها حياةً بريةً مختلفةً.,"يغطي المتنزه 19,500 كيلومتر مربع وينقسم إلى 14 منطقة حيوية مختلفة، كل منها تدعم مجموعات حيوانية متنوعة.",0.8336118459701538,0.8288487195968628,0.8312234878540039,0.8457620143890381,0.8523932695388794,0.8490647077560425
724,وهو أحد المجذبات الرئيسية في جنوب أفريقيا، وهو يُعتبر من أهم المتنزهات الوطنية في جنوب أفريقيا.,تُعتبر واحدة من المناطق الجذابة في جنوب إفريقيا كما تعتبر منتزها رئيسياً من المنتزهات الوطنية في جنوب إفريقيا ( منتزهات جنوب إفريقيا الوطنية).,إنه واحد من المعالم الرئيسية في جنوب إفريقيا ويعتبر الرائد في الحدائق الوطنية في جنوب إفريقيا (SANParks).,0.8330832719802856,0.7761547565460205,0.8036120533943176,0.8255204558372498,0.7955111265182495,0.8102380037307739
725,وكما هو الحال بالنسبة لجميع المتنزهات الوطنية في جنوب أفريقيا، هناك رسوم يومية لحفظ المتنزه ودخوله.,يوجد رسوم يومية للحفاظ على المنتزه والدخول إليه،أسوة بجميع المتنزهات الوطنية في جنوب إفريقيا.,كما هو الحال مع جميع المتنزهات الوطنية في جنوب أفريقيا، هناك رسوم يومية للحفاظ على البيئة ورسوم دخول للحديقة.,0.8105637431144714,0.8324160575866699,0.8213444948196411,0.8724609613418579,0.8597309589385986,0.8660492300987244
726,وقد يكون من المفيد أيضاً أن يشتري المرء بطاقة برية، تتيح الدخول إما في اختيار المنتزهات في جنوب أفريقيا أو في جميع المنتزهات الوطنية في جنوب أفريقيا.,من الممكن أن يكون مفيداً أن تشتري بطاقة Wild Card، فهي تسمح لك بالدخول إلى مجموعة مختارة من متنزهات جنوب إفريقيا أو جميع متنزهات جنوب إفريقيا الوطنية.,"قد يكون من المفيد أيضًا شراء بطاقة ""وايلد كارد""، التي تمنح الدخول إلى مجموعة من الحدائق في جنوب أفريقيا أو جميع الحدائق الوطنية في جنوب أفريقيا.",0.7996678948402405,0.8053768873214722,0.8025121688842773,0.8170455098152161,0.8356772065162659,0.8262563347816467
727,وتقدم جزيرة هونغ كونغ إقليم هونغ كونغ اسمها وهي المكان الذي يعتبره كثير من السياح محور التركيز الرئيسي.,تمنح جزيرة هونج كونج إقليم هونج كونج اسمه وهي المكان الذي يعتبره العديد من السائحين قبلتهم.,تعطي جزيرة هونغ كونغ الإقليم هونغ كونغ اسمه، وهي المكان الذي يعتبره العديد من السياح النقطة الرئيسية.,0.8478164672851562,0.8608322143554688,0.8542747497558594,0.9061412811279297,0.9147622585296631,0.9104313850402832
728,وقد شبّه عرض المباني التي تشكل خط هونج كونج السماوي بخريطة بار لامعة اتضحت من وجود مياه ميناء فيكتوريا.,تشبَّه المباني المصطفة التي ترسم أفق هونج كونج بمخطط بياني برّاق يظهر فوق مياه ميناء فيكتوريا.,لقد تم تشبيه موكب المباني الذي يشكل أفق هونغ كونغ بمخطط عمودي متلألئ يظهر بوضوح من خلال وجود مياه ميناء فيكتوريا.,0.8380749821662903,0.8336890339851379,0.8358762860298157,0.8275871276855469,0.8039634823799133,0.8156043291091919
729,للحصول على أفضل وجهات النظر لهونغ كونغ، ترك الجزيرة والتوجه إلى كاولون الواجهة المائية المقابلة.,لكي تحظى بأفضل المشاهد لهونج كونج، غادر الجزيرة واتجه إلى واجهة كولون البحرية في الجهة المقابلة.,للحصول على أفضل مشاهد لهونغ كونغ، اخرج من الجزيرة وتوجه إلى واجهة كولون المقابلة.,0.8203639984130859,0.7949669361114502,0.8074657917022705,0.8508832454681396,0.856879472732544,0.8538708686828613
730,وتكتظ الغالبية العظمى من التنمية الحضرية في جزيرة هونغ كونغ بكثافة في الأراضي المستصلحة على طول الشاطئ الشمالي.,الغالبية العظمى من التنمية الحضرية لجزيرة هونج كونج متمركزةٌ بكثافةٍ على أراضٍ مستصلحة على طول الشاطئ الشمالي.,تتمركز الغالبية العظمى من التطورات الحضرية في جزيرة هونغ كونغ بشكل كثيف على الأراضي المستصلحة على طول الساحل الشمالي.,0.8708968758583069,0.8506790399551392,0.8606691956520081,0.9058986306190491,0.9223125576972961,0.9140319228172302
731,هذا هو المكان الذي اعتبره المستعمرون البريطانيون ملكهم لذا إذا كنتم تبحثون عن دليل على الماضي الاستعماري للإقليم هذا مكان جيد للبدء به,هذا هو المكان الذي اتّخَذَهُ المستعمرون البريطانيون كمكان خاص بهم، وبالتالي إذا كنت تبحث عن دليلٍ على الماضي الاستعماريِّ للمنطقة، فهذا مكانٌ جيدٌ للبدء.,هذا هو المكان الذي استعمره البريطانيون واعتبروه ملكًا لهم، لذا إذا كنت تبحث عن دليل على الماضي الاستعماري لهذه المنطقة، فهذا مكان جيد لتبدأ.,0.8884645104408264,0.8200157880783081,0.852868914604187,0.8620431423187256,0.8642909526824951,0.8631656169891357
732,وغابات السنداربان هي أكبر حزام لغابات المانغروف الساحلية في العالم، وتمتد على مسافة 80 كيلومترا (50 ميلا) إلى الأراضي الداخلية البنغلاديشية والهندية من الساحل.,يُعد سونداربانس الحزام الساحلي الأكبر لأشجار القرم في العالم، ويمتد لمسافة 80 كيلومتراً (50 ميلاً) في مناطق بنغلاديش والهند النائية من ناحية الساحل.,تمثل منطقة السندرانس أكبر حزام غابات المانغروف الساحلي في العالم، حيث تمتد لمسافة 80 كم (50 ميلاً) داخل الأراضي البنغالية والهندية من الساحل.,0.8451147675514221,0.8411197662353516,0.8431125283241272,0.8857606649398804,0.9073383212089539,0.8964197039604187
733,وقد أُعلنت أبراج الشمس موقعاً من مواقع التراث العالمي لليونسكو، ويسمى الجزء من الغابة داخل الأراضي الهندية منتزه سونداربانز الوطني.,أُعلنت سونداربانس موقعاً للتراث العالمي لليونسكو. يُسمى جزء الغابة الموجود داخل الأراضي الهندية بمنتزه سونداربانس الوطني.,تم إعلان سونداربان كموقع تراث عالمي تابع لليونسكو. يُطلق على الجزء من الغابة الذي يقع ضمن الأراضي الهندية اسم حديقة سونداربان الوطنية.,0.8622600436210632,0.8590741157531738,0.8606641292572021,0.8246274590492249,0.8324489593505859,0.8285197615623474
734,الغابات ليست مجرد مستنقعات من أشجار المانغروف -- إنها تشمل بعض من آخر المدرجات المتبقية من الأدغال العظيمة التي غطت في وقت من الأوقات السهول الألمانية.,ولكن الغابات ليست مجرد مستنقعات لأشجار المانجروف؛ فبها بعضٌ من آخر الشواهد القائمة على الأدغال الكثيفة التي غطت في يومٍ ما سهل نهر الغانج.,الغابات ليست مجرد مستنقعات المانغروف، بل تشمل أيضًا بعضًا من آخر بقايا الغابات الكثيفة الشاسعة التي كانت تغطي سهل الغانج.,0.8566771745681763,0.8414162397384644,0.8489781618118286,0.8048046827316284,0.8307225704193115,0.817558228969574
735,وتغطي هذه الأبراج مساحة قدرها 850 3 كيلومتراً مربعاً، يغطي ثلثها تقريباً في مناطق المياه/المحار.,تغطي سونداربانس مساحة 3850 كيلومتر مربع، ثلثها تقريباً مغطى بالمياه/المستنقعات.,تغطي منطقة السندربانس مساحة تبلغ 3850 كيلومتر مربع، حيث تغطي المناطق المائية/المستنقعات حوالي ثلث هذه المساحة.,0.8189259171485901,0.8242820501327515,0.8215952515602112,0.7974461317062378,0.801186203956604,0.7993118166923523
736,ومنذ عام 1966، أصبحت جبال السنداربان ملاذا للأحياء البرية، ويقدر أن هناك الآن 400 نمر البنغال الملكي ونحو 000 30 غزال شوهد في المنطقة.,ومنذ عام 1966، كانت سونداربانس محمية للحياة البرية، وتشير التقديرات إلى أن هناك الآن 400 من نمور البنغال الملكية، ونحو 30 ألف غزال منقط في المنطقة.,"منذ عام 1966، أصبحت سونداربانز ملاذًا للحياة البرية، ويُقدر أن هناك الآن 400 نمراً ملكياً بنغالياً وحوالي 30,000 غزال منقط في المنطقة.",0.8786926865577698,0.8667956590652466,0.8727035522460938,0.865815281867981,0.8530875444412231,0.8594042658805847
737,وتغادر الحافلات محطة الحافلات المشتركة بين المقاطعات (عبر النهر) طوال اليوم، وإن كان معظمها، ولا سيما تلك المتجهة إلى الشرق، وتغادر جاكر/بومطانغ بين الساعة 30/6 والساعة 30/7.,تغادر الحافلات المحطة الداخلية بين المناطق (عبر النهر) في خلال اليوم على الرغم من أن معظمها وخاصة المتجهة منها إلى الشرق وجاكار/بومثانج تغادر بين 06:30 و 07:30.,تغادر الحافلات من محطة الحافلات بين المناطق (عبر النهر) طوال اليوم، على الرغم من أن معظمها، وخاصةً تلك المتوجهة نحو الشرق وجاكر/بومثانغ، تغادر بين الساعة 06:30 و 07:30.,0.8227210640907288,0.8405756950378418,0.8315525650978088,0.8516958951950073,0.8623616695404053,0.8569955825805664
738,وبما أن الحافلات المشتركة بين المقاطعات غالبا ما تكون كاملة، فمن المستصوب شراء تذكرة قبل بضعة أيام.,لأن الحافلات داخل المناطق غالباً ما تكون ممتلئة، من الأفضل شراء التذاكر مسبقاً قبل بضعة أيام.,نظرًا لأن الحافلات بين المناطق غالباً ما تكون مكتظة، يُنصح بشراء التذكرة قبل عدة أيام.,0.8237905502319336,0.8359594941139221,0.8298304677009583,0.8353158831596375,0.8437484502792358,0.8395110368728638
739,وتخدم معظم المقاطعات بحافلات استقبال يابانية صغيرة مريحة وقوية.,"معظم المناطق تخدمها حافلات ""كوستر"" يابانية صغيرة وهي مريحة وقوية.",تُخدَم معظم الأحياء بواسطة حافلات كوستر اليابانية الصغيرة، التي تتميز بالراحة والمتانة.,0.8532190322875977,0.8377987146377563,0.845438539981842,0.7798758149147034,0.7307292222976685,0.7545030117034912
740,أما سيارات الأجرة المشتركة فهي وسيلة سريعة ومريحة للسفر إلى أماكن قريبة، مثل بارو (رقم 150) وبوناخا (رقم 200).,سيارات الأجرة المشتركة وسيلة سريعة ومريحة للتنقل إلى الأماكن المجاورة، مثل بارو (Nu 150) وبوناخا (Nu 200).,تُعدّ سيارات الأجرة المشتركة وسيلة سريعة ومريحة للسفر إلى الأماكن القريبة، مثل بارو (150 نُو) وبوناخا (200 نُو).,0.9178212881088257,0.9178533554077148,0.9178373217582703,0.9187008142471313,0.8778682947158813,0.8978204727172852
741,جسر أويابوك هو جسر مثبت بالكابلات يمتد عبر نهر أويابوك للربط بين مدينتي أويابوك في البرازيل وسانت جورج دي لويابوك في غيانا الفرنسية.,جسر نهر أويابوك هو جسر معلق. يمتد على نهر أويابوك لربط مدينتي أويابوك في البرازيل وسان جورج دو لويابوك في غيانا الفرنسية.,جسر أويابوك هو جسر معلق بالأحبال. يمتد عبر نهر أويابوك ليربط بين مدينتي أويابوك في البرازيل وسانت جورج دو لويابوك في غيانا الفرنسية.,0.9158480167388916,0.9387000203132629,0.9271332621574402,0.9519058465957642,0.9465914368629456,0.9492412209510803
742,يصل البرجان إلى ارتفاع 83 متر، طوله 378 متر، وله مساران طولهما 3.50 متر وعرضهما 3.50 متر.,يبلغ ارتفاع البرجين 83 متراً، ويبلغ طولهما 378 متراً، وله مساران عرضهما 3.50 متراً.,البرجَان يرتفعان إلى ارتفاع 83 مترًا، وطولهما 378 مترًا، ولهما ممران بعرض 3.50 متر.,0.89446622133255,0.8841599225997925,0.8892831802368164,0.8809821009635925,0.8342905044555664,0.8570007681846619
743,تم الانتهاء من البناء في أغسطس 2011، لم يفتح لحركة المرور حتى مارس 2017.,المسافة الرأسية الخالية تحت الجسر ١٥ متراً. اكتمل البناء في أغسطس ٢٠١١، ولم يُفْتَحْ أمام حركة المرور حتى مارس ٢٠١٧.,الارتفاع العمودي تحت الجسر هو 15 مترًا. تم الانتهاء من البناء في أغسطس 2011، ولم يفتتح أمام حركة المرور حتى مارس 2017.,0.8147408962249756,0.7022205591201782,0.7543076276779175,0.9304130673408508,0.8240647315979004,0.874015748500824
744,ومن المقرر أن يبدأ تشغيل الجسر بالكامل في أيلول/سبتمبر 2017، عندما يتوقع الانتهاء من نقاط التفتيش الجمركية البرازيلية.,ومن المقرر أن يبدأ الجسر العمل بكامل طاقته في سبتمبر 2017، في نفس الوقت المتوقع عنده الانتهاء من نقاط التفتيش الجمركية البرازيلية.,من المقرر أن يكون الجسر في حالة تشغيل كاملة في سبتمبر 2017، عندما من المتوقع أن تكتمل نقاط التفتيش الجمركية البرازيلية.,0.8988990187644958,0.8865236639976501,0.8926684856414795,0.8889691829681396,0.9033383131027222,0.8960961103439331
745,وكانت الغواراني أهم جماعة أصلية تعيش في ما هو الآن شرق باراغواي، وتعيش كصيادي شبه بدويين يمارسون زراعة الكفاف أيضاً.,"كانت ""الغواراني"" أهم مجموعة أصلية تسكن ما يعرف الآن بباراغواي الشرقية، كان يعيش مجموعة ""الغواراني"" كصيادين شبه رحالة ويمارسون أيضاً زراعةَ الكفاف.",كان الغوارانيون أبرز مجموعة من السكان الأصليين الذين يعيشون في ما يعرف الآن بشرق باراغواي، حيث كانوا يعيشون كصيادين شبه رحل يمارسون أيضًا الزراعة من أجل الكفاف.,0.8743528723716736,0.8458779454231262,0.859879732131958,0.8577730655670166,0.8531488180160522,0.855454683303833
746,وكانت منطقة تشاكو موطنا لمجموعات أخرى من القبائل الأصلية مثل قبيلتي غوايكورو وبياغوا اللتين نجتا عن طريق الصيد والقنص والصيد.,كانت منطقة تشاكو موطنًا لمجموعات أخرى من القبائل الأصلية مثل Guaycurú وPayaguá، الذين عاشوا على صيد الحيوانات، وجمع النباتات، وصيد الأسماك.,كانت منطقة تشاكو موطناً لمجموعات أخرى من القبائل الأصلية مثل الغوايكورور وباياغوا، الذين عاشوا من خلال الصيد، والجمع، والصيد البحري.,0.8418503999710083,0.8396128416061401,0.8407301306724548,0.8850811123847961,0.8860878348350525,0.8855841755867004
